"Site","Year","Season","Diam","Occupant","Note","N","survival","GIG","OBT","MC","ELD","BP","Host.plant","Site_name","State","Country","Latitude","longitude","Confidence","Collector","collection.notes"
"MOB",2024,"Spring",22,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",23,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",23,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",20,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",20,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",20,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",24,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",23,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",26,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",26,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",27,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",27,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",27,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",23,"MC",NA,1,0,0,0,1,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",26,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",23,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",24,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",24,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",26,"EU",NA,1,1,0,0,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",26,"WP",NA,1,0,0,0,0,0,1,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MOB",2024,"Spring",22,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","Cipollini Morris Bean","","",39.77891486,-83.89487872,"","Don Cipollini, Parker Cadigan and Abacus O'Connor, John Stireman",""
"MSS",2023,"Spring",22,"MC, EU","",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",29,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",20,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",21,"EU, MC","squished EU so not included",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",27,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",25,"EU","",1,1,0,0,0,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",27,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",22,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",27,"LLD, MC","",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",24,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",23,"EU","",1,1,0,0,0,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",23,"MC,LLD","",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",25,"EU, MC","",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",24,"EU, MC","",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",28,"EU, MC","",1,1,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",25,"EU","",1,1,0,0,0,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",19,"GIG","",1,0,1,0,0,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",24,"EU","",1,1,0,0,0,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",21,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",21,"MC","",1,0,0,0,1,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MSS",2023,"Spring",27,"EU","",1,1,0,0,0,0,0,"S. altissima","Moorhead State University Science Center","","",46.867135,-96.453664,"","","coordinates  not accurate"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",11,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"OBT",NA,1,0,0,1,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"WP",NA,1,0,0,0,0,0,1,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"CK",NA,1,0,0,0,0,0,1,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"ELD",NA,1,0,0,0,0,1,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",12,"CK",NA,1,0,0,0,0,0,1,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",13,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",13,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"MC",NA,1,0,0,0,1,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"WP",NA,1,0,0,0,0,0,1,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",19,"CK",NA,1,0,0,0,0,0,1,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",20,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",20,"EU",NA,1,1,0,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",20,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",20,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
"MTA",2024,"Spring",18,"GIG",NA,1,0,1,0,0,0,0,"S. altissima","mount allison farm","","",45.903885,-64.38705,"Low","Jada Ripley, Jasmine McNairn-Hart, Ashlyn Baillie","took detailed notes in lab books so if clarification is needed we can provide some"
